point	x	y	zone	nugget	sill	a	hanis	bearing
PP469	7424.716	2143.486	1	0	1	881.115	1.5	0
PP470	8039.198	2160.093	1	0	1	1084.308	1.5	0
PP471	6295.396	2060.448	1	0	1	866.006	1.5	0
PP472	6793.625	200.392	1	0	1	1121.953	1.5	0
PP473	1379.534	731.836	1	0	1	895.05	1.5	0
PP474	1379.534	1263.281	1	0	1	819.163	1.5	0
PP475	2186.469	4223.414	1	0	1	631.149	1.5	0
PP476	2542.934	4554.418	1	0	1	724.871	1.5	0
PP477	3421.367	4452.571	1	0	1	762.256	1.5	0
PP478	4401.647	4337.993	1	0	1	731.733	1.5	0
PP479	4668.996	4605.342	1	0	1	857.092	1.5	0
PP480	5280.08	4299.8	1	0	1	927.609	1.5	0
PP481	5687.469	3917.873	1	0	1	795.903	1.5	0
PP482	5789.317	3739.64	1	0	1	767.814	1.5	0
PP483	6655.018	4401.647	1	0	1	689.15	1.5	0
PP484	6082.127	4783.575	1	0	1	856.778	1.5	0
PP485	5700.2	5089.116	1	0	1	931.29	1.5	0
PP486	5916.626	5496.506	1	0	1	863.008	1.5	0
PP487	5471.044	5725.662	1	0	1	1003.143	1.5	0
PP488	5381.927	5241.887	1	0	1	1008.1	1.5	0
PP489	4758.113	5369.196	1	0	1	920.507	1.5	0
PP490	4057.913	5662.007	1	0	1	744.529	1.5	0
PP491	3561.407	5432.851	1	0	1	757.257	1.5	0
PP492	4287.069	5241.887	1	0	1	842.309	1.5	0
PP493	4134.298	5458.313	1	0	1	812.243	1.5	0
PP494	3204.941	5432.851	1	0	1	741.563	1.5	0
PP495	2084.621	5623.815	1	0	1	879.827	1.5	0
PP496	1231.65	5763.855	1	0	1	764.301	1.5	0
PP497	1078.879	5891.164	1	0	1	793.754	1.5	0
PP498	7100.6	4185.222	1	0	1	657.703	1.5	0
PP499	6145.782	4834.498	1	0	1	866.152	1.5	0
PP500	6820.52	5432.851	1	0	1	739.018	1.5	0
PP501	6909.637	4961.807	1	0	1	827.652	1.5	0
PP502	6731.404	4719.92	1	0	1	804.28	1.5	0
PP503	7329.757	4936.345	1	0	1	815.307	1.5	0
PP504	7571.644	5254.618	1	0	1	797.872	1.5	0
PP505	7991.764	5267.349	1	0	1	731.512	1.5	0
PP506	7673.491	4809.036	1	0	1	803.871	1.5	0
PP507	8284.575	4694.458	1	0	1	918.196	1.5	0
PP508	8742.888	5114.578	1	0	1	1038.072	1.5	0
PP509	8322.768	5369.196	1	0	1	699.993	1.5	0
PP510	8271.844	5534.698	1	0	1	622.581	1.5	0
PP511	8551.924	4439.84	1	0	1	1053.49	1.5	0
PP512	8080.881	4427.109	1	0	1	856.332	1.5	0
PP513	7355.219	4618.073	1	0	1	736.868	1.5	0
PP514	7864.455	4579.88	1	0	1	799.887	1.5	0
PP515	6285.822	4197.953	1	0	1	717.006	1.5	0
PP516	5878.433	4261.607	1	0	1	818.086	1.5	0
PP517	5674.738	4809.036	1	0	1	922.774	1.5	0
PP518	1855.602	7858.544	1	0	1	941.35	1.5	0
PP519	2332.026	7591.747	1	0	1	902.1	1.5	0
PP520	2732.222	7572.69	1	0	1	916.774	1.5	0
PP521	2655.994	8373.082	1	0	1	1020.594	1.5	0
PP522	3570.728	8163.455	1	0	1	978.206	1.5	0
PP523	4294.892	8049.114	1	0	1	945.869	1.5	0
