ParSetIndex,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
k_ppt49,0.2864635,1.505441,1.376810,5.214994,0.9029129,0.9142666,0.2085647,0.6174505,0.3385482,4.484008,0.5403175,1.073924,1.578512,3.139358,0.1986245,0.2002304,1.476881,0.6325871,0.5110116,0.2844366,1.371073,1.726042,1.492890,1.807197,1.282683,0.8295027,3.076078,7.319979,1.430210,1.019355,0.4037353,0.8715478,0.3911928,0.6516830,0.8684243,1.124623,0.3477536,0.5281190,0.3517734,0.4458740,0.1802191,3.948631,1.808545,1.174150,0.6429326,0.3381984,1.553846,3.402412,1.774845,1.154125
k_ppt50,0.4560482,1.541287,2.570980,14.38901,0.5642979,0.2728063,0.2425370,0.6922801,0.6149036,4.431746,0.1654259,2.077592,2.120441,2.228075,0.1424577,1.083122,2.548718,0.4814058,0.4111726,0.6283613,3.037592,1.973180,7.149815,1.095091,0.6948317,0.6229716,2.371560,8.912129,1.284167,0.3526188,0.3944492,0.6248988,0.6303085,1.024323,1.174459,0.9216560,0.5354778,0.8082159,0.1783395,1.315299,0.1263867,0.9010870,2.442639,1.396318,0.2971817,0.2125943,0.9883519,4.345333,0.5619129,0.5947630
k_ppt51,0.9753918,1.036671,1.716887,9.203246,0.1963674,0.4543561,0.3066895,1.107021,3.104998,1.052708,6.1448049E-02,2.411290,2.249879,2.054340,0.4335528,0.7186884,2.383893,0.4925231,0.2074542,0.7427341,1.043103,1.831899,5.360906,0.4918435,0.4250449,1.248963,1.062692,1.895788,2.174608,0.1439959,0.5346969,0.9191081,2.802256,1.873639,2.654445,0.3280103,0.3590311,1.328128,7.5126059E-02,0.7663433,0.2702752,2.996866,1.765201,0.1135004,0.2996488,0.9342403,1.108097,2.735478,0.5534965,0.8089768
k_ppt52,2.968314,1.211980,1.636088,3.442210,1.517031,0.7798724,0.2073120,1.027782,1.257521,0.1875413,0.1763867,7.069448,1.522128,4.013891,0.2892260,0.9575487,0.7501841,0.2386899,0.4441199,1.542999,0.6490913,1.229167,5.294651,0.7322393,1.009862,0.7299609,0.7796327,0.3206768,4.610286,0.1575580,1.220578,0.2596159,2.036323,1.133454,1.948525,0.7079979,0.2493159,2.887864,0.1955876,1.113492,0.1876323,1.118769,1.380733,0.5374510,0.6380036,1.478407,0.9656332,2.235631,0.7654196,0.3854300
k_ppt53,2.583331,1.739100,0.4406307,1.403385,2.269512,1.127478,0.4749473,2.141756,1.147694,0.1863354,0.1620577,6.548994,1.610936,11.64825,0.5267886,0.8076036,0.9725136,0.1617248,0.3510540,1.925583,0.7133397,0.3869264,0.8499022,1.355180,4.947327,3.181603,0.1903333,0.4433952,4.374317,0.2164420,0.3518748,0.4404373,0.6638935,1.381880,0.6611650,2.412525,0.3134556,2.102400,0.1907576,1.237314,0.1095582,0.3494102,1.208106,0.5937085,0.2587588,0.8814176,0.2853748,1.756098,3.607391,0.1772648
k_ppt54,4.237763,5.270918,0.2414940,0.3110305,1.281827,2.016062,0.9386372,3.823281,2.177181,0.9533875,0.8640868,4.742989,0.6944466,8.965058,0.3905091,0.2574979,1.026021,0.3503030,0.5744323,1.054315,0.3132058,0.7123307,1.527747,2.518573,6.231408,4.353055,0.5545292,0.2152667,18.23400,1.082892,0.5231471,0.8735060,1.268589,0.8221677,0.4282442,0.9360373,0.3795383,9.002254,0.2424803,0.5069297,0.2083081,0.5355312,1.302958,0.3781436,0.8909063,0.2066231,0.6757275,1.468550,0.7898329,0.9394695
k_ppt55,1.452248,2.772271,0.2309923,0.3492167,1.544522,0.4705309,0.7455871,11.71986,1.149800,1.295024,3.405228,1.572245,1.917812,3.681661,0.1059667,0.2797949,2.879370,0.1955667,0.5784350,0.3139197,0.4143724,1.476069,1.495697,5.204609,4.481510,1.364443,0.1908402,0.1538310,11.49704,1.008775,1.250931,0.4403619,3.473633,1.018738,0.5668130,0.8888948,0.6513017,2.819141,0.3258968,1.910589,0.1249569,0.8697942,1.090785,0.7981859,1.259745,0.2878260,0.8317014,3.328797,0.6219506,1.102637
k_ppt56,1.347394,10.22638,0.2189571,0.1378856,1.178963,0.8751440,0.5354099,6.164048,5.367717,1.678618,2.212661,1.819055,1.590873,1.524087,0.3303309,1.194520,1.999406,0.3309981,2.127556,0.7716592,0.6482392,0.7093264,2.542639,3.464079,4.487367,0.6162428,0.3556188,0.2119376,10.65025,1.077430,1.775244,1.106535,3.124079,0.7967927,0.6826644,2.250661,0.2444845,2.033386,0.7506326,1.494319,6.4216703E-02,0.5511716,1.508704,0.6988201,0.4376590,0.7473955,0.8250284,1.854335,0.6081269,2.141238
k_ppt57,0.2922573,0.8948629,0.4105647,8.605796,0.4575571,0.7419638,9.7056560E-02,2.672614,0.2378246,4.330942,0.8020055,0.8296140,1.081957,1.780163,0.2460592,0.4491744,3.486513,0.2567789,1.686481,0.2793182,1.921383,2.776551,0.8551028,4.262577,1.906168,1.766277,4.875933,4.497366,0.6077025,0.3760155,0.4551261,0.6435220,0.2454965,0.2794923,0.3577133,0.6848564,0.2566864,0.3064577,0.4641859,0.4499338,0.4995849,3.561190,1.429499,2.311463,0.5493115,0.7190254,3.046437,1.831445,0.9880169,0.3527529
k_ppt58,0.5268357,1.715890,0.7678995,4.059213,0.3687440,0.4548186,0.1362691,0.2872950,0.4530100,2.414445,0.2455675,2.095691,1.760703,0.7247494,0.1722136,0.4287368,2.476035,0.5190558,1.514442,0.4398044,1.946739,2.892962,5.331562,1.643330,0.3800543,3.543562,2.368075,6.592051,1.030368,0.2436225,0.3115416,0.9170224,1.452350,0.8962608,0.8943771,1.020166,0.7367663,0.4616553,0.2124823,2.123520,0.1483515,3.572972,1.233957,0.9282549,1.503635,1.118902,1.503919,4.666593,0.4669172,0.3967835
k_ppt59,1.022986,1.906818,0.7655058,1.647315,0.7362649,0.4595047,0.1417070,1.898520,1.993414,2.331217,0.1630934,1.445672,1.698969,2.448840,0.1408387,0.7754147,3.713536,0.2320493,0.8410833,1.513471,2.271346,1.994413,5.650709,0.4212248,1.010470,1.542307,1.896008,0.8315141,1.508479,0.1021270,0.7384459,0.8859292,0.6352745,1.371491,0.9779637,0.8592256,0.2633786,1.487894,9.5266171E-02,1.540111,0.1621135,1.150589,0.9297806,0.8619967,0.9680671,0.8388624,2.617023,2.838671,0.2409724,0.4099397
k_ppt60,2.118756,3.122701,1.133352,2.809370,0.5909535,0.7623506,0.1779395,3.123537,2.775807,0.3955900,0.1862598,0.8413547,1.985297,9.953472,0.1489932,0.7381208,0.6187726,0.1264688,0.5506164,2.493254,1.036831,0.8462114,1.357623,1.131669,0.8044989,1.588506,0.9071992,0.7525003,8.983462,0.1887369,0.2673890,0.2793310,0.5185536,1.917946,0.7536236,0.8489271,0.7371102,1.595751,0.2090772,2.061737,0.2910102,1.488319,0.5919503,0.9895284,0.7718549,0.7470155,0.6113948,2.038640,0.2101653,0.3793156
k_ppt61,2.388842,2.225123,0.3174668,1.164774,1.625550,0.9914844,1.163387,7.675122,0.8169059,0.4292719,0.8819366,3.487624,2.124959,19.34382,0.3197643,0.2545329,0.3835191,0.3410814,0.2521871,1.790194,0.3075686,0.2801928,0.7504636,1.461537,2.168016,1.603939,1.025579,0.3551512,4.082539,0.7360021,0.7764430,0.2489452,0.9044623,0.9868781,0.9125591,0.9466088,1.218273,2.087541,0.1234380,3.014499,0.1464283,1.296588,0.6852637,0.2787164,0.7362634,0.6959225,0.6680569,7.863588,0.4021812,0.1351483
k_ppt62,3.600452,2.891119,0.1721494,0.6876589,1.712960,0.7517170,0.7674270,8.535250,1.474390,1.297303,1.840639,3.915166,1.124504,8.597839,0.1218744,0.4985026,1.919901,0.6304833,0.5834705,1.616601,0.6634052,0.2348331,2.206016,4.480453,3.107102,2.235902,0.7874681,0.2526726,3.576893,0.4631121,0.7731018,0.5010966,0.6733428,0.6158162,0.7678138,2.555899,0.4840639,2.973050,0.1423000,0.9621719,9.6564747E-02,0.5740021,1.057386,0.7030342,0.9269134,0.4557898,0.4987925,2.194272,0.4279830,0.3580677
k_ppt63,2.540236,2.047122,0.2945093,0.4731852,0.7819449,0.9102527,0.5860457,22.74621,3.295774,2.940198,1.274294,11.14824,0.4837189,1.697958,0.2482252,0.2512286,0.8095153,0.5120611,0.5691617,1.344790,0.4976432,0.4199973,2.023980,6.265213,3.258113,2.155637,0.9919080,0.3495146,20.67138,1.496570,1.693532,0.8519311,0.7614098,1.047292,3.018242,1.114426,0.3859920,3.035498,0.1826359,2.957671,0.2325813,0.3941451,2.236810,0.5873795,2.439554,0.4147049,0.7601620,3.131907,1.002466,1.314700
k_ppt64,1.595234,4.588065,0.1758881,0.4372311,0.4206888,0.9595951,1.163260,16.21986,2.574838,1.422678,3.058973,13.29421,0.4484641,1.258772,0.2060753,0.3665782,6.342027,0.4424103,3.323911,0.2250648,0.3368915,0.2799624,3.136918,2.932216,2.725481,1.197661,0.4374450,0.3069744,12.43810,0.4956461,1.063140,0.6249873,2.639615,1.176863,1.602445,0.7394477,0.2174833,0.7267350,0.3297604,0.7138177,0.1476318,1.144041,1.140061,0.2985865,0.6407324,0.5654452,0.5482245,2.259543,0.1672587,1.496671
k_ppt65,3.670052,2.634749,9.1589786E-02,4.748545,0.6483598,1.143120,0.1732747,1.809091,0.4770308,1.370238,6.221473,0.7199982,1.795152,5.642946,0.5833093,1.141056,1.908560,0.6341480,1.715068,0.2999722,0.3498778,2.107284,1.876660,1.095583,3.511538,9.571224,4.971695,6.185736,2.513183,0.8935064,0.5869529,0.5466686,0.2116085,0.6822563,1.781806,1.292645,1.127944,0.6762386,0.1410209,1.134188,4.531468,2.911282,4.582492,0.9422202,0.9059945,1.115029,1.922128,1.894588,0.9654867,0.2265444
k_ppt66,1.759041,2.479217,0.4195390,2.732427,0.6324206,0.5321761,0.2240056,0.7897397,0.2863285,0.7592693,0.6637349,2.165665,2.677929,1.034227,0.4454850,1.178398,1.098126,0.9260610,1.587435,0.5373287,1.019664,3.102822,3.389950,2.232114,1.474430,3.748817,3.503424,2.985838,3.570021,0.4698201,0.6279661,0.8827642,0.5833513,1.843251,1.506652,1.200075,0.4153832,0.3646114,9.8140880E-02,1.295693,2.196859,1.921433,1.265801,2.794592,1.350252,2.701819,2.229821,3.202633,0.2249764,0.2602893
k_ppt67,1.937631,1.219338,0.8265712,2.112334,0.6285755,0.7405398,0.3430874,0.8472779,0.3094790,0.8447861,0.3760855,0.9659010,1.317398,1.684813,0.6917489,1.390399,2.584555,0.3379019,1.618421,1.352213,1.046292,1.478545,2.435289,1.144660,1.304226,1.968175,2.293733,1.207232,3.348473,0.5114283,0.9061496,0.6588335,0.3145961,2.879748,2.268298,1.591675,0.4161410,1.142019,6.9757134E-02,1.901479,0.4374738,1.865587,0.8256132,0.5627898,3.151750,0.6306877,2.118604,2.785241,0.5294587,0.3499859
k_ppt68,1.454430,1.378935,0.3471613,2.990604,0.6198600,0.5066437,0.4185148,2.142933,0.5360727,2.737787,0.5575475,1.966196,1.557365,8.001426,0.7441192,0.3294729,1.554650,0.3650811,0.7468703,2.252096,0.7900366,1.770262,1.239110,0.7968622,2.629615,0.9397792,0.9208150,1.324961,11.09004,0.7312248,1.488833,0.1240882,0.5319255,7.950804,1.221018,1.777189,1.176928,1.507871,0.2515435,1.027533,0.3050036,1.423054,0.3961115,0.3714461,2.188815,0.1391922,2.329032,2.628162,0.1569768,0.1022890
k_ppt69,2.807351,1.689329,0.3383172,1.250519,0.5708692,0.3563797,0.2835430,8.220138,0.4380296,1.529340,1.025458,1.056585,2.999998,7.148915,7.9210222E-02,0.4690982,0.5016142,0.1608622,0.5546678,2.503908,0.9715788,0.4353516,1.399347,0.6898063,1.615651,2.719123,1.983753,0.3265827,3.001402,1.142284,1.812678,0.2806319,0.5979109,4.122168,1.006977,1.502677,0.5657979,2.412444,0.1734726,2.041984,9.8624140E-02,0.6889543,0.4873323,0.6138797,2.588129,0.2330334,4.904178,2.701296,0.1409367,6.9801465E-02
k_ppt70,3.370074,2.404187,0.1858293,1.143960,0.6457431,0.4443703,0.2018984,6.112484,0.2769907,2.236939,2.333438,1.839416,1.248048,6.857723,7.7574156E-02,0.9227246,1.380109,0.2936643,1.026801,0.9279909,1.395663,0.2274306,1.420956,1.737740,2.266491,6.510906,1.211343,0.1418943,2.552564,0.5571110,0.5382633,0.9623658,1.218152,1.556869,1.294975,2.484112,1.441676,1.243052,0.2336308,1.420973,8.2788609E-02,0.8077636,1.441302,0.9202429,1.784053,0.2829015,1.102369,1.651617,0.3900211,7.3093623E-02
k_ppt71,1.574699,1.748841,0.2020153,0.5397112,0.7714203,0.2383760,0.4400561,14.41786,1.184868,2.221683,4.749640,5.709215,0.7944870,2.331500,0.3398030,0.4663166,2.236417,0.4457471,0.9388446,1.121411,0.8015417,0.3576749,0.9564452,5.141870,2.462991,8.508109,1.166336,0.2982799,7.121955,0.5797140,0.3770205,1.009768,0.9096906,1.376324,2.601207,1.365619,0.6233840,0.7793331,0.2320309,2.425045,0.1276778,1.180620,0.8917153,0.6181182,4.456072,0.3669388,0.5296589,1.107004,0.5792317,0.4629930
k_ppt72,2.369405,2.814265,0.1183397,0.7739431,1.158314,1.662737,1.139319,18.49838,5.510927,1.617116,2.567752,3.535908,0.9503044,0.5275600,0.1886051,0.6679456,4.106367,0.1563476,2.201817,0.4779682,0.1176126,0.4087356,2.481893,5.532754,2.815054,1.541331,0.5919395,0.3193500,16.95916,1.011920,0.2732277,0.7942049,1.539233,1.231001,0.9784492,2.244835,0.5822644,0.2694002,0.5057296,0.6883238,0.2755769,1.500346,0.8426089,0.9026717,1.518521,0.4743582,0.6766678,1.846612,0.1512565,0.8696230
k_ppt73,1.502983,3.506446,0.3433982,2.411106,0.5156539,0.9599689,0.1008695,9.329577,0.4695560,1.807535,0.5915680,0.8966897,0.8843258,1.918068,0.2722236,0.9369043,1.582233,1.435241,1.254716,0.9603017,0.7281758,4.671268,0.9472905,1.616254,2.769027,4.127621,4.708245,3.431990,2.451398,0.9217020,0.2563726,0.3802815,0.2449307,1.934559,1.648281,1.288454,0.9003312,1.102141,0.1572765,2.579903,1.845756,1.480065,4.537794,2.521364,2.297662,1.980728,1.558934,4.102378,0.8850019,0.2117856
k_ppt74,2.234129,2.834643,0.1920340,2.505232,1.618840,0.8263445,0.1866776,2.393684,0.5799567,1.073521,0.4521680,1.745400,0.9285764,1.571474,0.9671208,0.5339077,1.465433,1.774126,0.5202036,2.547001,0.7012603,2.557351,0.4582958,3.853473,6.347740,2.217614,5.928808,2.006585,2.025454,0.6704198,0.6060709,0.6304190,0.3123904,4.696731,3.059009,1.876869,0.8186077,1.201314,0.1404280,1.832521,0.4462775,0.4669459,2.739201,1.366859,2.706463,2.086748,2.536367,3.738036,0.2297984,0.1307755
k_ppt75,0.6009027,1.186542,0.5008139,1.759398,1.278965,0.5035004,0.3828614,0.5848055,0.2780953,1.724378,0.7549636,3.909125,1.335896,2.208918,0.8739190,1.009128,0.6964681,0.5805877,0.5421981,1.447455,0.7763773,1.516313,1.130002,2.033280,5.732327,1.647430,4.244750,0.4512753,2.778820,0.8333808,0.7493875,0.2721180,0.4135082,16.92515,1.254715,2.983495,0.9096343,1.672552,0.1834518,0.6747148,0.2988733,0.4366917,1.701699,0.9431855,1.939688,0.2679669,1.512793,1.770528,0.1816306,0.4533711
k_ppt76,0.9870340,0.3575395,0.2101100,1.861737,1.208900,0.3365400,9.7419426E-02,0.5991005,1.165436,3.087149,2.052192,1.542203,2.422230,4.008206,0.4511700,0.5607264,1.320848,0.7711734,0.6710265,1.457525,0.1868579,0.8874574,0.5464411,1.554749,6.828463,4.170875,2.055057,0.3314188,6.224900,1.316227,1.170441,0.1312542,1.585352,12.71244,0.5751298,2.699053,1.351586,1.246014,0.1537182,0.3517230,0.2260207,0.2694277,1.389215,0.3912392,1.635932,0.3310131,2.154819,1.761679,0.2146299,0.2422442
k_ppt77,2.746457,1.693501,0.4170586,0.9851198,0.9857096,0.2222877,0.2632982,1.641053,0.4287222,1.806270,2.351538,1.662847,2.841130,7.647432,7.8377254E-02,0.4403291,1.077097,0.2515790,1.256577,1.328479,0.2605803,1.488083,0.6856811,1.825521,8.360100,9.797690,3.071069,0.1337042,3.067126,1.186022,1.020206,0.2846977,0.4084836,9.478160,0.8522930,1.168370,1.368018,0.5588267,0.2150707,0.7005432,6.6197529E-02,0.1343987,0.6309829,0.7217867,4.333090,0.3528247,2.213117,1.878969,0.1173399,7.2963409E-02
k_ppt78,3.374958,3.507185,0.4987141,0.9126041,1.172165,0.2361287,0.2118889,3.711553,0.2765702,3.140200,5.013472,0.8503673,3.870519,2.341320,0.1898562,0.5395204,3.538198,0.4628094,0.9888839,0.6242010,0.8203609,0.4334147,1.351735,4.421720,4.046075,7.814149,1.758637,0.1526111,3.852054,0.6292490,0.1860465,0.9534407,1.370383,1.928338,1.250926,1.774008,2.095582,0.7270660,0.5891202,0.6248156,5.5345222E-02,0.1711436,0.8495961,0.8102580,6.652319,0.1713539,2.643250,0.9892837,0.1230165,0.1244412
k_ppt79,3.036431,4.159610,0.2623047,0.9968089,2.470724,0.3317537,0.9004596,9.783733,0.6445335,2.148714,5.152354,1.036388,0.8147548,1.499426,0.1827652,1.217156,4.110452,0.4305353,0.5323317,0.7516977,0.4648517,0.6598002,1.164080,9.944554,1.410999,4.498343,2.355018,0.3046691,6.314875,1.402633,0.1111508,0.8200189,0.9716332,1.610131,2.012347,0.6906456,1.238852,1.222163,0.8289460,0.7984250,0.1352143,1.202598,1.227720,1.017537,2.279684,0.2593800,1.581173,0.7917770,0.2563060,0.2194994
k_ppt80,2.424903,0.7979362,0.5296833,1.323219,0.7277645,0.6945387,0.7447721,9.631818,0.9117339,0.6473714,2.862649,1.753210,1.010177,4.782499,0.1996751,1.805092,4.219335,0.6388575,1.431768,0.6284904,0.2189439,0.9352862,0.4760876,9.866667,0.7427751,3.787145,1.817656,0.2136652,10.84173,2.117109,0.4208665,0.7284040,1.219438,0.6273846,2.219734,1.975805,0.4504950,0.6238487,0.3781422,0.8191224,0.2769498,2.754262,1.444888,0.6457885,1.240391,0.5462054,0.6734282,1.358675,0.3195652,0.5870990
k_ppt81,1.324174,2.375315,0.9074013,1.242672,0.3775000,0.3382710,0.1999198,2.318559,1.693947,1.111067,0.3725786,0.8226284,0.7888245,2.612253,0.4183521,1.528263,0.4626956,1.328699,0.4436838,0.9450503,0.9876412,1.231155,1.247976,1.383223,4.070748,2.991746,11.02785,4.180914,0.9722828,1.473377,0.1849621,0.1990634,0.8514820,3.337918,1.770462,0.9151919,1.214405,2.511397,0.3791149,3.751463,0.9722541,0.8037384,2.126803,5.003209,3.487462,1.236710,1.095805,3.425421,0.6580250,0.2165552
k_ppt82,1.024674,1.308161,0.4426433,1.307177,0.8202734,0.5158165,0.3288011,0.5619562,1.519964,0.5134040,0.3440114,0.6727923,0.4884794,1.763829,0.5093936,0.5269345,0.8475431,0.2243793,0.2936017,2.701724,1.330611,1.267203,0.9410321,3.502679,3.799519,4.954954,1.722586,0.9071467,1.207449,0.4427253,2.355452,0.4553608,0.9105224,4.876604,1.043212,0.4391129,1.111220,1.609448,0.4100808,1.435521,0.3524156,0.3187353,2.800428,4.527930,0.9070935,1.950008,0.6775350,3.263980,0.4003129,0.1735533
k_ppt83,2.371850,1.413430,0.3150276,2.647371,0.7130284,1.654833,0.4901294,0.4928948,0.6350800,0.9130636,1.559835,2.443452,0.3437591,1.580253,0.5110854,0.5345820,0.9196513,0.5067435,0.6059515,1.139769,0.6737424,2.626379,0.8150036,1.488331,6.522984,1.823507,4.622394,0.3518185,1.307799,2.420736,2.361527,0.2014244,3.121387,22.73124,0.4086154,0.9909155,2.092431,2.426404,0.2819509,0.4493242,0.5904215,0.3153250,2.198716,1.320371,1.725054,1.144491,1.191047,1.718876,0.1990484,0.2534181
k_ppt84,1.922302,0.4942066,0.5510546,1.796600,3.319457,0.7153797,0.1910280,0.1662867,0.4875292,2.968475,5.353893,1.205655,1.712165,1.664953,0.3122194,0.3661859,1.651816,0.5170292,0.5674708,0.3582069,0.5514685,1.095021,1.416366,0.3577089,14.20040,8.864795,2.119764,0.3809175,2.770827,2.014707,0.8537509,0.2909372,2.632215,8.120016,2.028134,1.236862,1.229507,1.224494,0.5514992,0.3699685,0.4616635,0.2928505,1.572659,1.507770,1.550470,1.016408,0.9214290,0.8417030,9.1131784E-02,0.3774636
k_ppt85,3.730370,1.270276,0.6410652,0.7809347,0.8476189,1.096588,0.2260312,0.8941195,0.2815533,1.427455,1.956069,1.271555,1.386478,4.289790,0.6676207,0.3314705,1.610123,0.3473411,1.105233,0.3886526,0.3217477,1.272416,0.4025578,0.9995710,7.896011,5.301159,2.254097,0.1657067,2.224578,3.330237,0.5573313,0.4925321,1.792986,14.38864,1.010639,0.5622126,2.649554,1.978408,0.7370575,0.3497955,0.1732193,8.6368181E-02,0.5966053,0.5772028,2.006733,1.960325,1.225458,1.434075,0.1501619,0.1528365
k_ppt86,3.737468,0.9436793,1.110731,0.7888359,4.016831,0.6623013,0.2856476,4.443924,0.3447527,1.441584,8.996674,1.041771,0.8275901,2.669741,0.2428811,0.5157308,3.685358,0.7980451,1.814515,0.4123150,0.4385260,0.9997166,0.4326127,2.816518,1.976618,5.962646,5.490910,0.1538365,9.814084,1.461999,0.4514096,0.4299826,1.230156,2.057344,1.420886,1.077028,1.330506,1.272023,0.4154866,0.5776086,0.1758437,0.5339228,0.8582436,0.8277034,2.461240,0.3816236,3.134163,0.4975193,7.3964871E-02,0.1627148
k_ppt87,3.942231,0.8578887,0.5811962,0.4747460,2.757230,0.7282664,0.7293972,3.947648,0.1882792,0.9022848,8.848488,1.539292,1.485281,0.8688594,0.1839360,0.7173422,1.466923,0.8855347,1.361564,0.9517529,6.9712058E-02,1.002148,0.4465281,17.51287,2.916461,7.384307,7.100228,0.5452886,5.911958,4.329331,0.1590388,0.7688412,0.7966365,2.737473,1.053050,0.9988826,2.075269,1.502434,0.2426987,0.5998405,0.1873761,1.154870,0.9097967,0.5198236,1.247369,1.627611,0.9855856,0.3119883,0.1979454,0.2506332
k_ppt88,1.788717,0.4168936,0.4943424,0.8193345,0.4168400,0.4343128,0.9683983,8.763550,0.5331264,0.5638493,2.459509,1.349991,1.925755,1.505572,0.2334146,0.6993633,1.365524,0.6923925,1.694798,0.4537998,6.9522217E-02,0.7652571,0.6240315,13.10857,0.5015028,11.57732,5.572875,0.3214955,3.117288,2.389745,0.2620635,1.128590,1.138595,0.6087371,0.8680748,2.752551,1.135348,2.051776,0.2796819,1.530422,0.3249473,2.738532,1.661918,0.6652916,0.8970816,0.7564047,0.2965029,0.7676061,0.2245922,0.2841956
k_ppt89,0.6121131,10.73036,0.3530571,0.6428223,0.9337475,0.8314289,0.3899332,1.676994,0.4167280,0.4867214,0.2737206,1.772481,0.2751681,4.081729,0.1828883,1.327470,0.1925458,0.2327929,0.2825838,0.9821798,1.551927,1.331253,3.723184,2.106070,1.908087,1.835418,3.130831,2.573123,0.9690893,1.062673,0.4971773,0.4372600,1.171005,2.671014,3.465628,0.3935418,4.320505,1.912623,0.6147791,0.4859544,0.8303809,0.5309749,1.152774,0.8361569,0.1990061,1.178470,0.8980921,1.799837,1.643213,0.5245126
k_ppt90,1.302169,1.783399,0.1473504,0.3550753,1.031378,1.130029,0.2386748,0.3205104,1.320929,0.3291844,0.7766723,2.817890,0.3976869,6.433708,0.1633889,0.3864582,0.8095571,0.3052176,0.2613756,1.366917,2.228234,0.4262428,1.692412,6.936790,3.616922,1.632055,3.061943,2.071371,1.660367,1.225193,2.462958,0.4398712,2.272901,3.640660,0.9534731,0.2702890,1.631223,2.033486,0.3454947,0.2179461,0.3176472,0.2016107,1.151668,1.662772,0.2000030,0.9172604,0.4326907,1.897085,0.8181715,0.3832781
k_ppt91,1.479996,2.446686,0.1638553,2.006260,2.326440,1.187913,0.6306001,0.2887321,0.9314395,1.408050,1.094741,1.335516,0.4412227,1.685228,0.1967828,0.4077252,1.408022,0.2606980,0.3996091,1.258015,0.8056816,0.7673934,1.773263,2.265264,6.192985,1.360512,3.203107,0.4310920,1.178492,3.996115,5.259413,0.3429158,2.496858,14.63033,0.3580274,0.4923822,0.7653743,2.632017,0.9344512,0.3682917,0.3900425,0.8323212,2.061621,1.864218,0.3822374,1.086703,0.3690413,2.234431,0.2463164,0.4058009
k_ppt92,5.759682,0.7056938,0.4278107,0.7366499,1.561485,1.255533,0.1732223,0.4979835,0.3479927,1.383464,0.6434946,1.578234,0.3172595,3.129492,0.2368379,0.2692594,0.6209554,0.2948245,0.7273496,0.5726568,0.3595046,0.9497158,1.198858,0.4044172,14.19263,3.083462,4.871637,0.1368769,1.768741,6.137364,1.631672,0.6819678,4.483970,10.29742,0.6993496,0.5980481,1.763061,6.621400,2.571591,9.7901188E-02,0.6685598,0.2317018,1.225125,1.139524,0.3914974,1.611369,0.5187181,2.080678,0.1231526,0.3865858
k_ppt93,3.286223,0.5938011,1.286475,0.7661702,1.564413,1.778629,0.2207973,0.9862183,0.4165312,0.6568005,4.630533,1.523383,0.2976586,2.200986,0.4891765,0.3915960,1.998045,0.3450748,1.433930,0.3491098,0.4714180,1.309311,0.3734532,1.965574,11.08659,3.316636,3.425026,0.3133971,2.501894,1.971657,0.5037744,1.047987,1.348696,3.848841,1.389234,1.252340,1.591765,1.596587,1.019283,0.1557768,0.3886874,0.4543444,0.8442688,0.3599677,2.461782,1.650266,0.7253399,0.6183544,0.6617629,0.3792662
k_ppt94,1.801378,0.5461939,1.091451,0.8524595,2.398973,1.567642,0.5007811,1.325191,0.5687867,1.111286,4.282877,1.181084,0.1109156,3.102189,0.4347577,0.3109363,2.943886,0.4894397,3.511161,0.5183696,0.2196034,1.077809,0.9819063,5.844152,2.397852,6.917633,3.598845,0.2788826,5.479884,2.641601,0.2037904,0.6016639,1.320635,15.29899,1.259599,1.703810,1.797597,1.467380,1.852392,0.4044156,0.3204909,0.3764014,1.082168,0.7309919,2.498887,1.600072,1.550781,2.564121,0.2139972,0.5600490
k_ppt95,1.746870,0.5232408,0.8398360,1.535223,2.108846,1.990073,0.8693234,1.803363,0.1863589,0.4174661,11.70720,1.272610,0.6203862,3.393500,0.6348330,0.6015178,0.8373067,1.715438,2.174270,0.2644297,0.1233594,0.4525330,0.5040491,8.970328,2.580880,9.941844,13.70454,1.380329,2.414745,3.727924,0.2459713,1.203427,0.7948416,4.193214,1.106037,2.088752,1.206072,1.436080,0.3504292,0.6713566,0.2040339,1.971846,0.8469572,0.9699794,2.176543,3.460759,0.4810155,0.9189267,0.5665298,0.2715171
k_ppt96,1.699070,0.4854610,0.7775123,1.207158,0.4710207,0.5895740,0.4386892,4.367115,0.3107795,0.3040056,5.095568,1.047289,2.602452,0.8511377,1.023946,1.618167,0.6213397,3.064865,1.027151,0.5750775,0.2096743,1.004014,0.8084613,8.948121,0.5282191,10.56815,4.483736,0.6769342,1.528546,3.801367,0.3499228,1.856335,1.493999,2.177821,1.487781,1.654729,0.7806653,2.451911,0.1071455,0.6086205,0.4199431,1.780563,2.177741,0.8018312,0.8222364,3.643017,0.1811906,1.416609,0.4018711,0.3581649
